"Rajya	DISTRICT	BRANCH	ADDRESS	CENTRE	IFSC	CONTACT1	CONTACT2	CONTACT3	MICR_CODE",,,,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR SANGANER	""NAGAR NIGAM ROAD", SANGANER," DISTT. JAIPUR-303902""	JAIPUR	SBBJ0010483	""M S RATHORE"," 0141-2730293""	0141-2730291		",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR SITAPURA INDUSTRIAL AREA	""SITAPURA "," JAIPUR-302022""	JAIPUR	SBBJ0010792	""B K BANSAL"," 0141-2771616""	0141-5142378		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR SUDARSHANPURA I E	""SUDARSHANPURA I.A.","  JAIPUR-302006""	JAIPUR	SBBJ0010737	""PURAN CHAND"," 0141-2210063""	0141-2210004		",,,,,,,
"RAJASTHAN	JAIPUR	JAIPUR TILAK NAGAR	""D-10 'BHAGAT SINGH MARG",TILAK NAGAR," JAIPUR-302004""	JAIPUR	SBBJ0010033	""C M SHARMA"," 0141-2652161""	0141-2621958		",,,,,,
"RAJASTHAN	JAIPUR	JAIPUR VISHWAKARMA IND.ESTATE	""VISHWAKARMA IND.ESTATE"," JAIPUR-302013""	JAIPUR	SBBJ0010365	""J K BHAWAN"," 0141-2333721""	0141-2338653		",,,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR"," BAPU NAGAR""	""BHAWANI SINGH ROAD BAPU NAGAR"," JAIPUR 302004""	JAIPUR	SBBJ0010477	""R K CHAUDHARY","TEL-0141-5116369""			",,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR"," BURMESE COLONY""	BURMESE COLONY JAIPUR 302004	JAIPUR	SBBJ0010595	""V K GOEL","TEL-0141-2616426""			",,,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR"," CHANDPOLE BAZAR""	""CHANDPOLE BAZAR"," JAIPUR 302001""	JAIPUR	SBBJ0010025	""G C KUMHAR","TEL-0141-2320623""			",,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR"," COLLECTORATE""	BANI PARK JAIPUR 302006	JAIPUR	SBBJ0010026	""MUKESH GULATI"," TEL-0141-5101595""			",,,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR"," C-SCHEME""	""C-SCHEME"," JAIPUR 302001""	JAIPUR	SBBJ0010361	""D K BHARGAVA","TEL-0141-2369524""			",,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR"," GANDHINAGAR""	""GANDHINAGAR"," JAIPUR 302015""	JAIPUR	SBBJ0010383	""A K BHARGAVA","TEL-0141-2706484""			",,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR"," GANPATI PLAZA""	""GANPATI PLAZA M I ROAD"," JAIPUR""	JAIPUR	SBBJ0010825	""G R MEENA","TEL-0141-5113355""			",,,,,,
"RAJASTHAN	JAIPUR	""JAIPUR"," INTERNATIONAL BANKING BRANCH""	""SMS HIGHWAY", CHAURA RASTA ,"JAIPUR 302003""	JAIPUR	SBBJ0010552	""BRAJESH AGRAWAL","TEL-0141-2324808""			",,,,,
"RAJASTHAN	JAIPUR	JAITPURA	""JAITPURA"," TEHSIL CHOMU""	JAIPUR	SBBJ0011298	1423 9413396655			303003057",,,,,,,,
"RAJASTHAN	JAIPUR	JAMWA RAMGARH	DISTT.  JAIPUR - 303901	JAMWA RAMGARH	SBBJ0010043	""01426-252268"," 252363""			",,,,,,,,
"RAJASTHAN	JAIPUR	JOBNER  (11097)	""Near Bus Stand"," Jobner""	JOBNER	SBBJ0011097		""01425 254116"," 94133 96691""		303003056",,,,,,,
"RAJASTHAN	JAIPUR	KADERA	DISTT.   JAIPUR - 303901	KADERA	SBBJ0010685	""01429-268737"," 9414311641""			",,,,,,,,
"RAJASTHAN	JAIPUR	KALADERA	""MAIN  BAZAR",  KALADERA,"  JAIPUR ( RAJASTHAN)""	KALADERA	SBBJ0010044	01423-265830 513170			",,,,,,,
"RAJASTHAN	JAIPUR	KALWAR	""ALANKAR COLONY", KALWAR," JAIPUR""	JAIPUR	SBBJ0011381	141 9413399881			303003503",,,,,,,
"RAJASTHAN	JAIPUR	KANOTA	""DISTT.  JAIPUR","  RAJASTHAN""	KANOTA	SBBJ0010803	0141-5143071			",,,,,,,,
"RAJASTHAN	JAIPUR	""KARGHANI"," JAIPUR""	""5A", SANJAY NAGAR, NEAR JOSHI MARG, KALWAR ROAD," (KARGHANI)    JAIPUR- 302012""	JAIPUR	SBBJ0011086		""0141-6000223"," 9413398753""		302003080",,,
"RAJASTHAN	JAIPUR	KHEJROLI	DISTT.  JAIPUR - 303803	KHEJROLI	SBBJ0010329	""01423-255015"," 255768""			",,,,,,,,
"RAJASTHAN	JAIPUR	KISHANGARH RENWAL	""DISTT.  JAIPUR","  RAJASTHAN""	RENWAL	SBBJ0010777	01424-220884			",,,,,,,,
"RAJASTHAN	JAIPUR	KOHINOOR ROYALE BRANCH	""D-46-B", AGRASEN CIRCLE,       C-SCHEME," JAIPUR-302005""	JAIPUR	SBBJ0011000	9413396257			302003072",,,,,,
"RAJASTHAN	JAIPUR	KOTPUTLI	""KOTPUTLI"," DISTT. JAIPUR-303108""	KOTPUTLI	SBBJ0010037	""J R SETHI"," 01421-224515""	01421-223028		",,,,,,,
"RAJASTHAN	JAIPUR	Lalgarh	""Bassi Lalsot Road", Panchayat Bhawan," Lalgarh""	JAIPUR	SBBJ0011249	1429216401	sbbj0011249@sbbj.co.in		303003205",,,,,,,
"RAJASTHAN	JAIPUR	LOHA MANDI	""PLOT NO.18", NEW LOHAMANDI ROAD, ROAD NO.13," JAIPUR""	JAIPUR	SBBJ0011397	141 8003591294			302003103",,,,,,
"RAJASTHAN	JAIPUR	MANOHARPUR	""HFM COMPLEX", BUS STAND ROAD," P.O. MANOHARPUR DISTT. JAIPUR-303104""	MANOHARPUR	SBBJ0011031	""01422-231210"," 231243 (FAX)""			",,,,,,
"RAJASTHAN	JAIPUR	""METROPOLIS MALL"," JAIPUR""	""METROPOLIS MALL", NEAR PURANI CHUNGI, AJMER ROAD, JAIPUR, RAJASTHAN," PIN CODE : 302063""	JAIPUR	SBBJ0011163	9413396446			302003094",,,
"RAJASTHAN	JAIPUR	MOZMABAD	DISTT.  JAIPUR - 303009	MOZMABAD	SBBJ0010369	""01428-254506"," 254420""			",,,,,,,,
"RAJASTHAN	JAIPUR	NARHEDA	""DANTIL ROAD", KHADAB,NARHEDA, TEH-KOTPUTLI," JAIPUR""	JAIPUR	SBBJ0011364	1421 8003893963			303003060",,,,,
"RAJASTHAN	JAIPUR	""NEW SANGANER ROAD"," JAIPUR""	""STATE BANK OF BIKANER & JAIPUR", 2 DP COLONY, NEW SANGANER ROAD," JAIPUR""	JAIPUR	SBBJ0010990	0141-2297911	0141-2297912		",,,,,
"RAJASTHAN	JAIPUR	""NIRMAN NAGAR"," JAIPUR""	""STATE BANK OF BIKANER & JAIPUR",GYANPEETH VIHAR, NIRMAN NAGAR, GAUTAM MARG," JAIPUR""	JAIPUR	SBBJ0011054	9950264522			302003076",,,,
"RAJASTHAN	JAIPUR	""NIVARU ROAD"," JAIPUR""	""12", GANESH NAGAR, NIVARU ROAD, JAIPUR RAJASTHAN," PIN CODE : 302012""	JAIPUR	SBBJ0011176	9413397355			302003095",,,,
"RAJASTHAN	JAIPUR	OFFICE ADMINISTRATION DEPARTMENT	""STATE BANK OF BIKANER AND JAIPUR OFFICE ADMINISTRATION DEPARTMENT", HEAD OFFICE , TILAK MARG,"                 JAIPUR (RAJ) PIN-302 005""	JAIPUR	SBBJ0010915	SHRI P.R. PUGALIA	0141-5101563 (OFFICE)	9414795086	",,,,,,
"RAJASTHAN	JAIPUR	""ONLINE TREASURY BRANCH"," JAIPUR""	""ROOM NO.349", 3RD FLOOR, PANT KRISHI BHAWAN," JAIPUR - 302005""	JAIPUR	SBBJ0011051	0141-5117011			302003075",,,,,
"RAJASTHAN	JAIPUR	PAOTA	""DISTT.   JAIPUR","  RAJASTHAN""	PAOTA	SBBJ0010851	""01421-243855","			
RAJASTHAN	JAIPUR	PHAGI	DISTT.  JAIPUR - 303005	PHAGI	SBBJ0010046	01430-224125"," 01430-224008""			",,,,,,
"RAJASTHAN	JAIPUR	PHAGI RENWAL	""STATE BANK OF BIKANER & JAIPUR", NEAR BUS STAND," PHAGI RENWAL DISTT. JAIPUR      PIN -303904""	PHAGI	SBBJ0010977	9413396566	01430-		",,,,,,,
"RAJASTHAN	JAIPUR	PHULERA	DISTT.  JAIPUR - 303338	PHULERA	SBBJ0010749	""01425-244123"," 245682""			",,,,,,,,
"RAJASTHAN	JAIPUR	""POWER HOUSE"," JAIPUR""	""OLD POWER HOUSE", RRVVNL, NEAR RAM MANDIR, BANI PARK," JAIPUR - 302006""	JAIPUR	SBBJ0011037	TEL:0141-2201359			",,,,
"RAJASTHAN	JAIPUR	""Ptrakar Colony", Mansarovar," Jaipur""	""S-7 & 8", Bhaskar Enclave, Patrakar Colony," Jaipur""	JAIPUR	SBBJ0011246	1412973414	sbbj0011246@sbbj.co.in		302003096",,,,
"RAJASTHAN	JAIPUR	RAISAR	DISTT.  JAIPUR - 303109	RAISAR	SBBJ0010640	01426-262539			",,,,,,,,,
"RAJASTHAN	JAIPUR	RAJASTHAN PUSTAK MANDAL	""NEAR RAJYA PUSTAK MANDAL"," JHALANA DOONGRI""	JAIPUR	SBBJ0011014	0141-2711238			",,,,,,,,
"RAJASTHAN	JAIPUR	RAJDHANI KRISHI UPAZ MANDI JAIPUR	""STATE BANK OF BIKANER & JAIPUR", VKI ROAD NO. 9,  BIGHA PLOT WITH HUGE GATE, OPPOSITE MARUTI SUZUKI SHOWROOM, SIKAR ROAD, KUKAR KHEDA," JAIPUR-302013""	JAIPUR	SBBJ0010978	9413396775          STD CODE-0141-			",,,
"RAJASTHAN	JAIPUR	""RESERVE POLICE LINE"," JAIPUR""	""RESERVE POLICE LINE", STATION ROAD," JAIPUR - 302016""	JAIPUR	SBBJ0011053	0141-2200610			302003074",,,,,,
"RAJASTHAN	JAIPUR	SAMBHAR	""Near Bus Stand ", Sambhar lake, Distt. Jaipur," Rajasthan""	SAMBHAR LAKE	SBBJ0011092	1425225441			303003055",,,,,,
"RAJASTHAN	JAIPUR	SAMODE	DISTT.  JAIPUR - 303806	SAMODE	SBBJ0010047	01423-240007			",,,,,,,,,
"RAJASTHAN	JAIPUR	""SARNA DUNGAR"," JAIPUR""	""STATE BANK OF BIKANER & JAIPUR",G-1 /93 ,SARNA DUNGAR I.E. ," JAIPUR""	JAIPUR	SBBJ0011050	9413396481			302003067",,,,,
"RAJASTHAN	JAIPUR	""SECTOR-4", JAWAHAR NAGAR," JAIPUR""	""MATRIX MALL", SECTOR-4, JAWAHAR NAGAR," JAIPUR""	JAIPUR	SBBJ0011081	9460387166			302003079",,,,
"RAJASTHAN	JAIPUR	SHAHPURA	DISTT.  JAIPUR - 303103	SHAHPURA	SBBJ0010048	""RAMSWROOP MEENA","  01422-222035""	98294-55744		",,,,,,,,
"RAJASTHAN	JAIPUR	SHIVDASPURA - JAIPUR	""BUS STAND", SHIVDASPURA," DISTT. JAIPUR PIN-303903""	SHIVDASPURA	SBBJ0011073	9413396667			302003088",,,,,,,
"RAJASTHAN	JAIPUR	""SIKAR ROAD"," JAIPUR""	""SHANTI ASIATIC SCHOOL", PLOT NO. 1, SUNCITY, SIKAR ROAD, JAIPUR, RAJASTHAN," PIN CODE : 302013""	JAIPUR	SBBJ0011154	9413397355			302003089",,
"RAJASTHAN	JAIPUR	""SIRSI ROAD"," JAIPUR""	""ROSEWOOD APARTMENTS", OPP. DHAKA NAGAR, VILL.-MEENAWALA, SIRSI ROAD, JAIPUR, RAJASTHAN," PIN CODE : 302012""	JAIPUR	SBBJ0011155	9413396497			302003090",,
"RAJASTHAN	JAIPUR	""TEXTILE MARKET"," JAIPUR""	""TEXTILE MARKET", JAGATPURA, JAIPUR, RAJASTHAN," PIN CODE : 302015""	JAIPUR	SBBJ0011162	9413399435			302003093",,,,
"RAJASTHAN	JAIPUR	TFCPC JAIPUR	JLN MARG NEAR TRIMURTY CIRCLE JAIPUR-302004	JAIPUR	SBBJ0010883	9414024228			",,,,,,,,,
"RAJASTHAN	JAIPUR	TOONGA	""STATE BANK OF BIKANER AND JAIPUR", VILLAGE TOONGA, TEHSIL BASSI," DISTT. JAIPUR-303 302""	TOONGA	SBBJ0010924	SHRI P.P. JAIN	01429-281247	9829263360	",,,,,,
"RAJASTHAN	JAIPUR	""TRANSPORT NAGAR"," JAIPUR""	""SHOW ROOM-5", TRANSPORT NAGAR, AGRA ROAD, JAIPUR, RAJASTHAN," PIN CODE : 302004""	JAIPUR	SBBJ0011161	9413397172			302003092",,,
"RAJASTHAN	JAIPUR	""VAISHALI NAGAR"," JAIPUR""	""SHOP NO.30",31, 'A' BLOCK, NURSARY CIRCLE, VAISHALI NAGAR," JAIPUR""	JAIPUR	SBBJ0011029	0141-2359175	28-03-2011		",,,
"RAJASTHAN	JAIPUR	""VIJAY PATH", MANSAROVAR," JAIPUR""	""120/12", VIJAY PATH, MANSAROVAR,JAIPUR, RAJASTHAN," PIN CODE : 302020""	JAIPUR	SBBJ0011160	8003093278			302003091",,
"RAJASTHAN	JAIPUR	VIRATNAGAR	DISTT.  JAIPUR - 303102	BAIRATH	SBBJ0010038	""01422-234059",234003," 234009""			",,,,,,,
"RAJASTHAN	JAIPUR	VKIA ROAD NO. 17	""E-314(A)", ROAD NO. 17, VKIA," JAIPUR""	JAIPUR	SBBJ0011299	9413396986	sbbj11299@sbbj.co.in		302003097",,,,,,
"RAJASTHAN	JAISALMER	""AGRICULTURE INTENSIVE BRANCH"," JAISALMER""	""SBBJ", AGRI.INTENSIVE BRANCH, GANDHI COLONY, MAIN ROAD, NAV KHUNIA," JAISALMER - 345001""	JAISALMER	SBBJ0011044				",,,
"RAJASTHAN	JAISALMER	CHANDHAN	DISTT.  JAISALMER - 345029	CHANDHAN	SBBJ0010382	02997-228009			",,,,,,,,,
"RAJASTHAN	JAISALMER	FATEHGARH	FATEHGARH PIN- 345027      DIST - JAISALMER	FATEHGARH	SBBJ0011025	02993-275266			",,,,,,,,,
"RAJASTHAN	JAISALMER	HAMIRA	DISTT.   JAISALMER - 345001	HAMEERA	SBBJ0010706	02992-240060			",,,,,,,,,
"RAJASTHAN	JAISALMER	LATHI	DISTT.  JAISALMER - 345031	LATHI	SBBJ0010373	02996-237406			",,,,,,,,,
"RAJASTHAN	JAISALMER	MADASAR	""VIA -   NOKH","  DISTT.   JAISALMER - 342310""	MADASAR	SBBJ0010707	03017-232502			",,,,,,,,
"RAJASTHAN	JAISALMER	MOHANGARH	DISTT.   JAISALMER - 345033	MOHANGARH	SBBJ0010810	02997-228396			",,,,,,,,,
"RAJASTHAN	JAISALMER	NACHNA	DISTT.  JAISALMER - 345028	NACHNA	SBBJ0010429	""02995-236003"," 236106 R""			",,,,,,,,
"RAJASTHAN	JAISALMER	NOKH	DISTT.  JAISALMER - 342310	NOKH	SBBJ0010451	02994-232008			",,,,,,,,,
"RAJASTHAN	JAISALMER	PHALSOOND	""VIA -  POKHARAN","  DISTT.  JAISALMER - 345021""	PHALSOOND	SBBJ0010397	03019-230204			",,,,,,,,
"RAJASTHAN	JAISALMER	POKARAN	DISTT.  JAISALMER - 345021	POKARAN	SBBJ0010173	02994-222228			",,,,,,,,,
"RAJASTHAN	JAISALMER	RAMDEORA	DISTT.  JAISALMER - 345023	RAMDEORA	SBBJ0010651	""02996-237002"," 237062 R""			",,,,,,,,
"RAJASTHAN	JAISALMER	RAMGARH	DISTT.   JAISALMER - 345022	RAMGARH	SBBJ0010523	""02991-270005"," 223223 R""			",,,,,,,,
"RAJASTHAN	JAISALMER	""SHIV MARG"," JAISALMER""	SHIV MARG JAISALMER 345001	JAISALMER	SBBJ0010172	BHAGIRATH SHARMA 0299251754 256190			",,,,,,,,
"RAJASTHAN	JAISALMER	SONU	DISTT.   JAISALMER (RAJASTHAN)	SONU	SBBJ0010684				",,,,,,,,,
"RAJASTHAN	JALOR	AHORE	""HOSPITAL  ROAD",  AHORE,"  DISTT.  JALORE - 307029""	AHORE	SBBJ0010182	02978-22207			",,,,,,,
"RAJASTHAN	JALOR	BAGRA	DISTT.  JALORE - 343025	BAGRA	SBBJ0010323	""02973-254262"," 254152""			",,,,,,,,
"RAJASTHAN	JALOR	BHINMAL	DISTT.   JALORE - 343029	BHINMAL	SBBJ0010180	""02969-220038"," 221638""			",,,,,,,,
"RAJASTHAN	JALOR	BHINMAL  ADB	""STATION  ROAD",  BHINMAL,"  DISTT.   JALORE - 343029""	BHINMAL	SBBJ0010314	02969-220147			",,,,,,,
"RAJASTHAN	JALOR	BICHAWADI	""VIA -  SANCHORE",  DISTT.   JALORE,"  RAJASTHAN""	BEECHHAWARI	SBBJ0010715	02979-233127			",,,,,,,
"RAJASTHAN	JALOR	BISHANGARH	""NEAR  RAILWAY  STATION",  BISHANGARH,"  DISTT.   JALORE - 343046""	BISHANGARH	SBBJ0010546	02973-246139			",,,,,,,
"RAJASTHAN	JALOR	CHITALWANA	""Near Rajeev Gandhi Sewa Kendra", Ratanpur Road," Chitalwana""	CHITALWANA	SBBJ0011099		02979-286400 / 8003995093		343003185",,,,,,,
"RAJASTHAN	JALOR	JALORE	JALORE 343001	JALORE	SBBJ0010181	N L RAIGAR 02973-222266 226083			",,,,,,,,,
"RAJASTHAN	JALOR	JASWANTPURA	DISTT.  JALORE - 307515	JASWANTPURA	SBBJ0010183	02969-243122			",,,,,,,,,
"RAJASTHAN	JALOR	KESHWANA	DISTT.   JALORE - 343001	KESHWANA	SBBJ0010671	02973-265911			",,,,,,,,,
"RAJASTHAN	JALOR	MALWARA	""Sundha Mata Road", MALWARA-343039 Tehsil Raniwara," District Jalore (Rajasthan)""	MALWARA	SBBJ0011339	256061	sbbj11339@sbbj.co.in		343003102",,,,,,,
"RAJASTHAN	JALOR	""New Bus Stand Road "," Sanchore""	""GODAVARI COMPLEX", NEW BUS STAND ROAD," SANCHORE""	SANCHORE	SBBJ0011289	8003592746	sbbj11289@sbbj.co.in		343003101",,,,,,
"RAJASTHAN	JALOR	PANCHALA	""VIA -  SANCHORE",  DISTT.   JALORE,"  RAJASTHAN""	PANCHALA	SBBJ0010713	""02979-225186"," 233112(PCO)""			",,,,,,
"RAJASTHAN	JALOR	PATHMERA	""Shri Goverdhan Gaushala", Anandvan," PATHMERA-343041""	SANCHORE	SBBJ0011237	2979287000			343003186",,,,,,,
"RAJASTHAN	JALOR	RAMA	""VIA -  AHORE","  DISTT.   JALORE - 307029""	RAMA	SBBJ0010682	02978-238439			",,,,,,,,
"RAJASTHAN	JALOR	RAMSEEN	""JALORE SIROHI MARG CHAURAHA P.O. RAMSEEN", DISTT. JALORE," RAJASTHAN 307803""	RAMSEEN	SBBJ0011026	02969-233062			",,,,,,,
"RAJASTHAN	JALOR	RANIWARA	""STATION  ROAD",  RANIWARA,"  DISTT.   JALORE - 343040""	RANIWARA	SBBJ0010293	""02990-222038"," 221083""			",,,,,,
"RAJASTHAN	JALOR	SANCHORE	DISTT.   JALORE - 343041	SANCHORE	SBBJ0010184	""02979-223781"," 222026""			",,,,,,,,
"RAJASTHAN	JALOR	SAYALA	DISTT.  JALORE - 343022	SAYALA	SBBJ0010349	""02977-222139"," 222121""			",,,,,,,,
"RAJASTHAN	JALOR	SHANKHWALI	DISTT.   JALORE - 307029	SANKHWALI	SBBJ0010724	0291-2634709			",,,,,,,,,
"RAJASTHAN	JALOR	SIYANA	DISTT.  JALORE - 343024	SIYANA	SBBJ0010272	02973-240039			",,,,,,,,,
"RAJASTHAN	JALOR	UMEDABAD	DISTT.  JALORE - 343021	UMMEDABAD	SBBJ0010394	02973-266027			",,,,,,,,,
"RAJASTHAN	JALORE	BAGORA	""JAIN MOHALLAH"," BAGORA-343032 (DISTRICT JALORE) RAJASTHAN""	BAGODA	SBBJ0011056	9413397682 / 02969-264222			343003315",,,,,,,,
"RAJASTHAN	JALORE	""INDUSTRIAL AREA"," JALORE""	""INDUSTRIAL AREA", PHASE-III SHANTI MARKET, BHINMAL ROAD," JALORE PIN-343001""	JALORE	SBBJ0011057	02973-224266			343003002",,,,,
"RAJASTHAN	JHALAWAR	AKLERA	Aklera- 326033	AKLERA	SBBJ0010269	M S Geherhwar (Tel: 07431-272222)			",,,,,,,,,
"RAJASTHAN	JHALAWAR	Bhawani Mandi	Bhawani Mandi(Station Raod) - 326502	BHAWANI MANDI	SBBJ0010270	H L Meena(Tel: 07433-222037 Fax:223381)			",,,,,,,,,
"RAJASTHAN	JHALAWAR	Chaumahala	Chaumahala - 326515	CHAUMAHLA	SBBJ0010271	""D P Verma(Tel: 07435- 284236","284706)""			",,,,,,,,
"RAJASTHAN	JHALAWAR	Jhalawar	Jhalawar - 326001	JHALAWAR	SBBJ0010268	""R K Jain (Tel: 07432- 232437","Fax: 07432-231477)""			",,,,,,,,
"RAJASTHAN	JHALAWAR	JHALRAPATAN	""DISTT.   JHALAWAR","  RAJASTHAN""	JHALRAPATAN	SBBJ0010856	""07432-241418","  2475752""			",,,,,,,
"RAJASTHAN	JHALAWAR	Khanpur	Khanpur - 326038	KHANPUR	SBBJ0010273	""K C Chippa ( Tel: 07430-261224","262708)""			",,,,,,,,
"RAJASTHAN	JHALAWAR	MINI SECRETARIAT JHALAWAR	""STATE BANK OF BIKANER & JAIPUR", MINI SECRETARIAT, NH-12,                KOTA ROAD," JHALAWAR-326001""	JHALAWAR	SBBJ0010949	R.P.MEENA	07432-233676	9413398530	",,,,,
"RAJASTHAN	JHALAWAR	MISHROLI	""VIA -  PACHAPAHAR","  DISTT.  JHALAWAR - 326512""	MISHROLI	SBBJ0010459	07433-281282			",,,,,,,,
"RAJASTHAN	JHALAWAR	PIRAWA	DISTT.  JHALAWAR - 326034	PIRAWA	SBBJ0010274	07434-235234			",,,,,,,,,
"RAJASTHAN	JHALAWAR	RATLAI	DISTT.  JHALAWAR - 326024	RATLAI	SBBJ0010473	07432-284422			",,,,,,,,,
"RAJASTHAN	JHALAWAR	SUNEL	DISTT.  JHALAWAR - 326513	SUNEL	SBBJ0010275	07434-243233			",,,,,,,,,
"RAJASTHAN	JHUNJHUNU	BABAI	""BYPASS ROAD BABAI","TEHSHIL KHETRI""	BABAI	SBBJ0011227	9413397312	sbbj11227@sbbj.co.in		333003051",,,,,,,,
"RAJASTHAN	JHUNJHUNU	BAGAR	""NEAR PIRAMAL GATE BABAD","TEHSHIL JHUNJHUNU""	BAGAR	SBBJ0011228	9413399324	sbbj11228@sbbj.co.in		333003052",,,,,,,,
"RAJASTHAN	JHUNJHUNU	BASAWA	""VILLAGE AND POST BASAWA",TEH. NAWALGARH, DISTT.- JHUNJHUNU, STATE-RAJASTHAN," PIN-333301""	NAWALGARH	SBBJ0011016	TEL:01594-244037   FAX:01594-244027			",,,,,
"RAJASTHAN	JHUNJHUNU	Bissau	""Opp Bank of Baroda", Main Market, Ward no 10, Bissau," The Malsisar Distt Jhunjhunu 331027""	BISSAU	SBBJ0011378	263039	sbbj11378@sbbj.co.in		331003508",,,,,
"RAJASTHAN	JHUNJHUNU	BUHANA	""DISTT.   JHUNJHUNU","  RAJASTHAN""	BUHANA	SBBJ0010821	""01593-288132"," 288898""			",,,,,,,
"RAJASTHAN	JHUNJHUNU	CHHAWANI BAZAR JHUNJHUNU	""INDU COMPLEX", RANI SHAKTI ROAD," CHHWANI BAZAR""	JHUNJHUNU	SBBJ0011293	1592236474	sbbj11293@sbbj.co.in		333003004",,,,,,,
"RAJASTHAN	JHUNJHUNU	CHIRANA	DISTT.  JHUNJHUNU - 333303	CHIRANA	SBBJ0010336	01594-281225			",,,,,,,,,
"RAJASTHAN	JHUNJHUNU	CHIRAWA	""CHIRAWA"," DISTT. JHUNJHUNU-333026""	CHIRAWA	SBBJ0010128	""J.C. KADIAN"," 01596-220032""	01596-224411		",,,,,,,
"RAJASTHAN	JHUNJHUNU	""COLLECTORATE"," JHUNJHUNU""	""COLLECTORATE PREMISES"," JHUNJHUNU - 333001""	JHUNJHUNU	SBBJ0011040	""01592-232297"," 9413397327""			",,,,,,
"RAJASTHAN	JHUNJHUNU	GUDHA GORJIKA	DISTT.  JHUNJHUNU - 333022	GUDHA	SBBJ0010131	""01594-263322",264050,"			
RAJASTHAN	JHUNJHUNU	JHUNJHUNU	NEHRU BAZAR"," JHUNJHUNU.-333001""	JHUNJHUNU	SBBJ0010129	""H P GARG"," 01592-232628""			",,,,,
"RAJASTHAN	JHUNJHUNU	KED	DISTT.   JHUNJHUNU - 333012	KED	SBBJ0010678	01594-262063			",,,,,,,,,
"RAJASTHAN	JHUNJHUNU	KHANDWA	""Old Panchayat Bhawan", Vill Post Khandwa, Tehsil Buhana," Dist. Jhunjhunu (Rajasthan) 333502""	BUHANA	SBBJ0011306	9310568188	sbbj11306@sbbj.co.in		333003138",,,,,,
"RAJASTHAN	JHUNJHUNU	KHETRI	DISTT.   JHUNJHUNU - 333503	KHETRI	SBBJ0010132	""01593-234426"," 234997""			",,,,,,,,
"RAJASTHAN	JHUNJHUNU	KHETRI NAGAR	""POST OFFICE", KHETRI NAGAR,"  JHUNJHUNU-333504""	KHETRI	SBBJ0010133	""O P PATWARI"," 01593-220043""	01593-221252		",,,,,,
"RAJASTHAN	JHUNJHUNU	KUHARWAS	""KUHARWAS", TEH-. BUHANA," DISTT. JHUNJHUNU PIN-333034""	KUHARWAS	SBBJ0011003	01593-283311	9413397336		",,,,,,,
"RAJASTHAN	JHUNJHUNU	""LOHARU ROAD"," PILANI""	""LOHARU ROAD"," NEAR POLICE STATION PILANI DISTT. JHUNJHUNU PIN-333001""	PILANI	SBBJ0011078	01595-244379			333003399",,,,,,,
"RAJASTHAN	JHUNJHUNU	Malsisar	""Ward no 09", Main Market, Malsisar, The Malsisar," Distt Jhunjhunu Pin 331028""	MALSISAR	SBBJ0011377	246050	sbbj11377@sbbj.co.in		331003507",,,,,
"RAJASTHAN	JHUNJHUNU	MANDAWA	DISTT.   JHUNJHUNU - 333704	MANDAWA	SBBJ0010742	01592-223073			",,,,,,,,,
"RAJASTHAN	JHUNJHUNU	MANDRELA	""NEAR BSNL OFFICE"," TEHSHIL CHIRAWA""	MANDRELA	SBBJ0011229	9413397304	sbbj11229@sbbj.co.in		333003053",,,,,,,,
"RAJASTHAN	JHUNJHUNU	MUKUNDGARH	DISTT.   JHUNJHUNU - 333706	MUKUNDGARH	SBBJ0010740	""01594-252553"," F.253885""			",,,,,,,,
"RAJASTHAN	JHUNJHUNU	NAWALGARH	DISTT.  JHUNJHUNU - 333042	NAWALGARH	SBBJ0010130	""01594-223712",222012," 223849""			",,,,,,,
"RAJASTHAN	JHUNJHUNU	PACHERI KALAN	""TEHSIL BUHANA"," DISTT. JHUNJHUNU""	PACHERI KALAN	SBBJ0010880	01593-271050			",,,,,,,,
"RAJASTHAN	JHUNJHUNU	PILANI	""CEERI CUMPUS", PILANI," JHUNJHUNU-333021""	PILANI	SBBJ0010398	""RATTAN LAL"," 01596-242287""			",,,,,,
"RAJASTHAN	JHUNJHUNU	SHIMLA	""NEAR SR. SEC. SCHOOL VILLAGE SHIMLA", DISTT JHUNJHUNU, THSHIL -KHETRI," RAJASTHAN PIN - 332746""	SHIMLA	SBBJ0011221	1593282042	sbbj11221@sbbj.co.in		332003151",,,,,,
"RAJASTHAN	JHUNJHUNU	SINGHANA	""KK HOSPITAL PREMISES", CHIRAWA BYE PASS ROAD," SINGHANA DISTT. JHUNJHUNU PIN-333516""	SINGHANA	SBBJ0011079	01593-222101			333003504",,,,,,,
